year,team,position,probability
2024,ＦＣ町田ゼルビア,4,0.0267
2024,ＦＣ町田ゼルビア,5,0.0108
2024,ＦＣ町田ゼルビア,6,0.0047
2024,ＦＣ町田ゼルビア,7,0.001
2024,ＦＣ町田ゼルビア,8,0.0008
2024,ＦＣ町田ゼルビア,9,0.0003
2024,ＦＣ町田ゼルビア,10,0.0
2024,ＦＣ町田ゼルビア,11,0.0
2024,ＦＣ町田ゼルビア,12,0.0
2024,ＦＣ町田ゼルビア,13,0.0
2024,ＦＣ町田ゼルビア,14,0.0
2024,ＦＣ町田ゼルビア,15,0.0
2024,ＦＣ町田ゼルビア,16,0.0
2024,ＦＣ町田ゼルビア,17,0.0
2024,ＦＣ町田ゼルビア,18,0.0
2024,ＦＣ町田ゼルビア,19,0.0
2024,ＦＣ町田ゼルビア,20,0.0
2025,アビスパ福岡,1,0.0
2025,アビスパ福岡,2,0.0
2025,アビスパ福岡,3,0.0001
2025,アビスパ福岡,4,0.001
2025,アビスパ福岡,5,0.0008
2025,アビスパ福岡,6,0.0029
2025,アビスパ福岡,7,0.0073
2025,アビスパ福岡,8,0.0157
2025,アビスパ福岡,9,0.0287
2025,アビスパ福岡,10,0.042
2025,アビスパ福岡,11,0.0615
2025,アビスパ福岡,12,0.0907
2025,アビスパ福岡,13,0.1087
2025,アビスパ福岡,14,0.1291
2025,アビスパ福岡,15,0.1384
2025,アビスパ福岡,16,0.1297
2025,アビスパ福岡,17,0.1064
2025,アビスパ福岡,18,0.078
2025,アビスパ福岡,19,0.0431
2025,アビスパ福岡,20,0.0159
2025,アルビレックス新潟,1,0.0
2025,アルビレックス新潟,2,0.0
2025,アルビレックス新潟,3,0.0
2025,アルビレックス新潟,4,0.0
2025,アルビレックス新潟,5,0.0
2025,アルビレックス新潟,6,0.0
2025,アルビレックス新潟,7,0.0
2025,アルビレックス新潟,8,0.0004
2025,アルビレックス新潟,9,0.0004
2025,アルビレックス新潟,10,0.0018
2025,アルビレックス新潟,11,0.0036
2025,アルビレックス新潟,12,0.0058
2025,アルビレックス新潟,13,0.0119
2025,アルビレックス新潟,14,0.0197
2025,アルビレックス新潟,15,0.0374
2025,アルビレックス新潟,16,0.0534
2025,アルビレックス新潟,17,0.0908
2025,アルビレックス新潟,18,0.1488
2025,アルビレックス新潟,19,0.2388
2025,アルビレックス新潟,20,0.3872
2025,ガンバ大阪,1,0.0001
2025,ガンバ大阪,2,0.0004
2025,ガンバ大阪,3,0.0028
2025,ガンバ大阪,4,0.0065
2025,ガンバ大阪,5,0.0135
2025,ガンバ大阪,6,0.0233
2025,ガンバ大阪,7,0.037
2025,ガンバ大阪,8,0.0612
2025,ガンバ大阪,9,0.0861
2025,ガンバ大阪,10,0.1082
2025,ガンバ大阪,11,0.1177
2025,ガンバ大阪,12,0.1224
2025,ガンバ大阪,13,0.1182
2025,ガンバ大阪,14,0.1029
2025,ガンバ大阪,15,0.076
2025,ガンバ大阪,16,0.0564
2025,ガンバ大阪,17,0.0367
2025,ガンバ大阪,18,0.0196
2025,ガンバ大阪,19,0.0089
2025,ガンバ大阪,20,0.0021
2025,サンフレッチェ広島,1,0.0571
2025,サンフレッチェ広島,2,0.2036
2025,サンフレッチェ広島,3,0.1933
2025,サンフレッチェ広島,4,0.1587
2025,サンフレッチェ広島,5,0.1274
2025,サンフレッチェ広島,6,0.1033
2025,サンフレッチェ広島,7,0.0642
2025,サンフレッチェ広島,8,0.0446
2025,サンフレッチェ広島,9,0.022
2025,サンフレッチェ広島,10,0.0131
2025,サンフレッチェ広島,11,0.0074
2025,サンフレッチェ広島,12,0.0029
2025,サンフレッチェ広島,13,0.0015
2025,サンフレッチェ広島,14,0.0006
2025,サンフレッチェ広島,15,0.0
2025,サンフレッチェ広島,16,0.0002
2025,サンフレッチェ広島,17,0.0001
2025,サンフレッチェ広島,18,0.0
2025,サンフレッチェ広島,19,0.0
2025,サンフレッチェ広島,20,0.0
2025,セレッソ大阪,1,0.0006
2025,セレッソ大阪,2,0.0083
2025,セレッソ大阪,3,0.0182
2025,セレッソ大阪,4,0.034
2025,セレッソ大阪,5,0.0524
2025,セレッソ大阪,6,0.0771
2025,セレッソ大阪,7,0.1112
2025,セレッソ大阪,8,0.1319
2025,セレッソ大阪,9,0.1306
2025,セレッソ大阪,10,0.1197
2025,セレッソ大阪,11,0.0994
2025,セレッソ大阪,12,0.0789
2025,セレッソ大阪,13,0.0571
2025,セレッソ大阪,14,0.0347
2025,セレッソ大阪,15,0.0237
2025,セレッソ大阪,16,0.0129
2025,セレッソ大阪,17,0.0061
2025,セレッソ大阪,18,0.0024
2025,セレッソ大阪,19,0.0007
2025,セレッソ大阪,20,0.0001
2025,ファジアーノ岡山,1,0.0
2025,ファジアーノ岡山,2,0.0001
2025,ファジアーノ岡山,3,0.0016
2025,ファジアーノ岡山,4,0.0037
2025,ファジアーノ岡山,5,0.0106
2025,ファジアーノ岡山,6,0.018
2025,ファジアーノ岡山,7,0.0348
2025,ファジアーノ岡山,8,0.0506
2025,ファジアーノ岡山,9,0.0782
2025,ファジアーノ岡山,10,0.1071
2025,ファジアーノ岡山,11,0.1245
2025,ファジアーノ岡山,12,0.1385
2025,ファジアーノ岡山,13,0.121
2025,ファジアーノ岡山,14,0.1061
2025,ファジアーノ岡山,15,0.0877
2025,ファジアーノ岡山,16,0.0578
2025,ファジアーノ岡山,17,0.0339
2025,ファジアーノ岡山,18,0.0157
2025,ファジアーノ岡山,19,0.0081
2025,ファジアーノ岡山,20,0.002
2025,ヴィッセル神戸,1,0.0212
2025,ヴィッセル神戸,2,0.0986
2025,ヴィッセル神戸,3,0.1385
2025,ヴィッセル神戸,4,0.1363
2025,ヴィッセル神戸,5,0.1431
2025,ヴィッセル神戸,6,0.1329
2025,ヴィッセル神戸,7,0.1103
2025,ヴィッセル神戸,8,0.0794
2025,ヴィッセル神戸,9,0.0582
2025,ヴィッセル神戸,10,0.0351
2025,ヴィッセル神戸,11,0.0208
2025,ヴィッセル神戸,12,0.0125
2025,ヴィッセル神戸,13,0.0063
2025,ヴィッセル神戸,14,0.0044
2025,ヴィッセル神戸,15,0.0014
2025,ヴィッセル神戸,16,0.0008
2025,ヴィッセル神戸,17,0.0001
2025,ヴィッセル神戸,18,0.0001
2025,ヴィッセル神戸,19,0.0
2025,ヴィッセル神戸,20,0.0
2025,京都サンガF.C.,1,0.04
2025,京都サンガF.C.,2,0.1606
2025,京都サンガF.C.,3,0.171
2025,京都サンガF.C.,4,0.17
2025,京都サンガF.C.,5,0.1413
2025,京都サンガF.C.,6,0.1135
2025,京都サンガF.C.,7,0.0824
2025,京都サンガF.C.,8,0.0537
2025,京都サンガF.C.,9,0.0328
2025,京都サンガF.C.,10,0.0169
2025,京都サンガF.C.,11,0.0103
2025,京都サンガF.C.,12,0.0035
2025,京都サンガF.C.,13,0.0025
2025,京都サンガF.C.,14,0.001
2025,京都サンガF.C.,15,0.0004
2025,京都サンガF.C.,16,0.0001
2025,京都サンガF.C.,17,0.0
2025,京都サンガF.C.,18,0.0
2025,京都サンガF.C.,19,0.0
2025,京都サンガF.C.,20,0.0
2025,名古屋グランパス,1,0.0
2025,名古屋グランパス,2,0.0006
2025,名古屋グランパス,3,0.0029
2025,名古屋グランパス,4,0.0062
2025,名古屋グランパス,5,0.0136
2025,名古屋グランパス,6,0.0247
2025,名古屋グランパス,7,0.0438
2025,名古屋グランパス,8,0.0676
2025,名古屋グランパス,9,0.0869
2025,名古屋グランパス,10,0.1171
2025,名古屋グランパス,11,0.1198
2025,名古屋グランパス,12,0.1219
2025,名古屋グランパス,13,0.1142
2025,名古屋グランパス,14,0.097
2025,名古屋グランパス,15,0.0737
2025,名古屋グランパス,16,0.0527
2025,名古屋グランパス,17,0.0306
2025,名古屋グランパス,18,0.0176
2025,名古屋グランパス,19,0.007
2025,名古屋グランパス,20,0.0021
2025,川崎フロンターレ,1,0.0689
2025,川崎フロンターレ,2,0.2458
2025,川崎フロンターレ,3,0.1918
2025,川崎フロンターレ,4,0.1635
2025,川崎フロンターレ,5,0.1148
2025,川崎フロンターレ,6,0.0813
2025,川崎フロンターレ,7,0.0579
2025,川崎フロンターレ,8,0.036
2025,川崎フロンターレ,9,0.0197
2025,川崎フロンターレ,10,0.01
2025,川崎フロンターレ,11,0.0061
2025,川崎フロンターレ,12,0.0024
2025,川崎フロンターレ,13,0.0012
2025,川崎フロンターレ,14,0.0005
2025,川崎フロンターレ,15,0.0001
2025,川崎フロンターレ,16,0.0
2025,川崎フロンターレ,17,0.0
2025,川崎フロンターレ,18,0.0
2025,川崎フロンターレ,19,0.0
2025,川崎フロンターレ,20,0.0
2025,東京ヴェルディ,1,0.0
2025,東京ヴェルディ,2,0.0003
2025,東京ヴェルディ,3,0.0002
2025,東京ヴェルディ,4,0.0008
2025,東京ヴェルディ,5,0.0017
2025,東京ヴェルディ,6,0.005
2025,東京ヴェルディ,7,0.01
2025,東京ヴェルディ,8,0.021
2025,東京ヴェルディ,9,0.0367
2025,東京ヴェルディ,10,0.0555
2025,東京ヴェルディ,11,0.0761
2025,東京ヴェルディ,12,0.1015
2025,東京ヴェルディ,13,0.1176
2025,東京ヴェルディ,14,0.1339
2025,東京ヴェルディ,15,0.1272
2025,東京ヴェルディ,16,0.1183
2025,東京ヴェルディ,17,0.0925
2025,東京ヴェルディ,18,0.0587
2025,東京ヴェルディ,19,0.0321
2025,東京ヴェルディ,20,0.0109
2025,柏レイソル,1,0.0179
2025,柏レイソル,2,0.0869
2025,柏レイソル,3,0.1172
2025,柏レイソル,4,0.1374
2025,柏レイソル,5,0.1487
2025,柏レイソル,6,0.1375
2025,柏レイソル,7,0.1186
2025,柏レイソル,8,0.0921
2025,柏レイソル,9,0.0573
2025,柏レイソル,10,0.0398
2025,柏レイソル,11,0.0225
2025,柏レイソル,12,0.0132
2025,柏レイソル,13,0.0054
2025,柏レイソル,14,0.0028
2025,柏レイソル,15,0.0014
2025,柏レイソル,16,0.001
2025,柏レイソル,17,0.0003
2025,柏レイソル,18,0.0
2025,柏レイソル,19,0.0
2025,柏レイソル,20,0.0
2025,横浜Ｆ・マリノス,1,0.0
2025,横浜Ｆ・マリノス,2,0.0
2025,横浜Ｆ・マリノス,3,0.0
2025,横浜Ｆ・マリノス,4,0.0
2025,横浜Ｆ・マリノス,5,0.0
2025,横浜Ｆ・マリノス,6,0.0001
2025,横浜Ｆ・マリノス,7,0.0001
2025,横浜Ｆ・マリノス,8,0.0005
2025,横浜Ｆ・マリノス,9,0.0015
2025,横浜Ｆ・マリノス,10,0.0021
2025,横浜Ｆ・マリノス,11,0.0055
2025,横浜Ｆ・マリノス,12,0.0097
2025,横浜Ｆ・マリノス,13,0.017
2025,横浜Ｆ・マリノス,14,0.0265
2025,横浜Ｆ・マリノス,15,0.0478
2025,横浜Ｆ・マリノス,16,0.0714
2025,横浜Ｆ・マリノス,17,0.1031
2025,横浜Ｆ・マリノス,18,0.157
2025,横浜Ｆ・マリノス,19,0.2385
2025,横浜Ｆ・マリノス,20,0.3192
2025,横浜ＦＣ,1,0.0
2025,横浜ＦＣ,2,0.0
2025,横浜ＦＣ,3,0.0
2025,横浜ＦＣ,4,0.0
2025,横浜ＦＣ,5,0.0
2025,横浜ＦＣ,6,0.0002
2025,横浜ＦＣ,7,0.0003
2025,横浜ＦＣ,8,0.0006
2025,横浜ＦＣ,9,0.0038
2025,横浜ＦＣ,10,0.0072
2025,横浜ＦＣ,11,0.0147
2025,横浜ＦＣ,12,0.0229
2025,横浜ＦＣ,13,0.0357
2025,横浜ＦＣ,14,0.0584
2025,横浜ＦＣ,15,0.0808
2025,横浜ＦＣ,16,0.124
2025,横浜ＦＣ,17,0.1619
2025,横浜ＦＣ,18,0.1932
2025,横浜ＦＣ,19,0.1788
2025,横浜ＦＣ,20,0.1175
2025,浦和レッズ,1,0.0055
2025,浦和レッズ,2,0.0481
2025,浦和レッズ,3,0.0918
2025,浦和レッズ,4,0.1142
2025,浦和レッズ,5,0.1419
2025,浦和レッズ,6,0.1517
2025,浦和レッズ,7,0.1445
2025,浦和レッズ,8,0.1106
2025,浦和レッズ,9,0.0815
2025,浦和レッズ,10,0.049
2025,浦和レッズ,11,0.0315
2025,浦和レッズ,12,0.016
2025,浦和レッズ,13,0.0079
2025,浦和レッズ,14,0.0035
2025,浦和レッズ,15,0.0014
2025,浦和レッズ,16,0.0008
2025,浦和レッズ,17,0.0001
2025,浦和レッズ,18,0.0
2025,浦和レッズ,19,0.0
2025,浦和レッズ,20,0.0
2025,清水エスパルス,1,0.0008
2025,清水エスパルス,2,0.0071
2025,清水エスパルス,3,0.019
2025,清水エスパルス,4,0.0356
2025,清水エスパルス,5,0.0541
2025,清水エスパルス,6,0.0785
2025,清水エスパルス,7,0.1053
2025,清水エスパルス,8,0.1259
2025,清水エスパルス,9,0.1343
2025,清水エスパルス,10,0.1163
2025,清水エスパルス,11,0.1004
2025,清水エスパルス,12,0.0707
2025,清水エスパルス,13,0.0576
2025,清水エスパルス,14,0.0425
2025,清水エスパルス,15,0.0252
2025,清水エスパルス,16,0.014
2025,清水エスパルス,17,0.0075
2025,清水エスパルス,18,0.0034
2025,清水エスパルス,19,0.0014
2025,清水エスパルス,20,0.0004
2025,湘南ベルマーレ,1,0.0
2025,湘南ベルマーレ,2,0.0
2025,湘南ベルマーレ,3,0.0
2025,湘南ベルマーレ,4,0.0002
2025,湘南ベルマーレ,5,0.0005
2025,湘南ベルマーレ,6,0.0006
2025,湘南ベルマーレ,7,0.0023
2025,湘南ベルマーレ,8,0.0046
2025,湘南ベルマーレ,9,0.0101
2025,湘南ベルマーレ,10,0.0145
2025,湘南ベルマーレ,11,0.0277
2025,湘南ベルマーレ,12,0.0456
2025,湘南ベルマーレ,13,0.0645
2025,湘南ベルマーレ,14,0.0915
2025,湘南ベルマーレ,15,0.1142
2025,湘南ベルマーレ,16,0.1482
2025,湘南ベルマーレ,17,0.1605
2025,湘南ベルマーレ,18,0.1462
2025,湘南ベルマーレ,19,0.111
2025,湘南ベルマーレ,20,0.0578
2025,鹿島アントラーズ,1,0.7878
2025,鹿島アントラーズ,2,0.1374
2025,鹿島アントラーズ,3,0.044
2025,鹿島アントラーズ,4,0.0177
2025,鹿島アントラーズ,5,0.0078
2025,鹿島アントラーズ,6,0.0037
2025,鹿島アントラーズ,7,0.0011
2025,鹿島アントラーズ,8,0.0005
2025,鹿島アントラーズ,9,0.0
2025,鹿島アントラーズ,10,0.0
2025,鹿島アントラーズ,11,0.0
2025,鹿島アントラーズ,12,0.0
2025,鹿島アントラーズ,13,0.0
2025,鹿島アントラーズ,14,0.0
2025,鹿島アントラーズ,15,0.0
2025,鹿島アントラーズ,16,0.0
2025,鹿島アントラーズ,17,0.0
2025,鹿島アントラーズ,18,0.0
2025,鹿島アントラーズ,19,0.0
2025,鹿島アントラーズ,20,0.0
2025,ＦＣ東京,1,0.0
2025,ＦＣ東京,2,0.0
2025,ＦＣ東京,3,0.0
2025,ＦＣ東京,4,0.0003
2025,ＦＣ東京,5,0.0001
2025,ＦＣ東京,6,0.0009
2025,ＦＣ東京,7,0.0024
2025,ＦＣ東京,8,0.0048
2025,ＦＣ東京,9,0.0118
2025,ＦＣ東京,10,0.017
2025,ＦＣ東京,11,0.0279
2025,ＦＣ東京,12,0.0378
2025,ＦＣ東京,13,0.062
2025,ＦＣ東京,14,0.0773
2025,ＦＣ東京,15,0.1128
2025,ＦＣ東京,16,0.1307
2025,ＦＣ東京,17,0.1518
2025,ＦＣ東京,18,0.1503
2025,ＦＣ東京,19,0.1287
2025,ＦＣ東京,20,0.0834
2025,ＦＣ町田ゼルビア,1,0.0001
2025,ＦＣ町田ゼルビア,2,0.0022
2025,ＦＣ町田ゼルビア,3,0.0076
2025,ＦＣ町田ゼルビア,4,0.0139
2025,ＦＣ町田ゼルビア,5,0.0277
2025,ＦＣ町田ゼルビア,6,0.0448
2025,ＦＣ町田ゼルビア,7,0.0665
2025,ＦＣ町田ゼルビア,8,0.0983
2025,ＦＣ町田ゼルビア,9,0.1194
2025,ＦＣ町田ゼルビア,10,0.1276
2025,ＦＣ町田ゼルビア,11,0.1226
2025,ＦＣ町田ゼルビア,12,0.1031
2025,ＦＣ町田ゼルビア,13,0.0897
2025,ＦＣ町田ゼルビア,14,0.0676
2025,ＦＣ町田ゼルビア,15,0.0504
2025,ＦＣ町田ゼルビア,16,0.0276
2025,ＦＣ町田ゼルビア,17,0.0176
2025,ＦＣ町田ゼルビア,18,0.009
2025,ＦＣ町田ゼルビア,19,0.0029
2025,ＦＣ町田ゼルビア,20,0.0014
